source_id,source_text,target_id,target_text,type,description
acquisition_exoneration,Les personnes ayant acquis en exonération de taxe les véhicules,declarations_fiscales_annuelles,déclarations fiscales annuelles en matière d’impôt sur le revenu,doivent joindre à,Les personnes doivent joindre des documents à leurs déclarations fiscales.
documents_joindre,une copie certifiée conforme de la carte grise du véhicule concerné,declarations_fiscales_annuelles,déclarations fiscales annuelles en matière d’impôt sur le revenu,doivent inclure,Les déclarations fiscales doivent inclure une copie de la carte grise.
documents_joindre,une copie d’attestation d’assurance afférente audit véhicule,declarations_fiscales_annuelles,déclarations fiscales annuelles en matière d’impôt sur le revenu,doivent inclure,Les déclarations fiscales doivent inclure une copie de l'attestation d'assurance.
entite_1,exonération au titre des opérations de construction des mosquées,entite_2,taxe payée sur les achats des matériaux de construction,lié à,L'exonération est liée à la taxe payée sur les matériaux de construction.
entite_2,taxe payée sur les achats des matériaux de construction,entite_3,taxe sur la valeur ajoutée,applicable sur,La taxe payée est applicable sur les achats effectués auprès d'assujettis à la taxe sur la valeur ajoutée.
entite_4,demande en restitution,entite_2,taxe payée sur les achats des matériaux de construction,demande de,La demande en restitution concerne la taxe payée sur les matériaux de construction.
entite_5,autorisation délivrée par le Ministère des Habous et des Affaires Islamiques,entite_4,demande en restitution,accompagnée de,La demande en restitution doit être accompagnée d'une autorisation délivrée par le Ministère.
entite_6,ordre de restitution,entite_2,montant de la taxe acquittée,établi pour,L'ordre de restitution est établi pour le montant de la taxe acquittée.
entite_6,ordre de restitution,entite_7,50% de la valeur globale,calculé à partir de,L'ordre de restitution est calculé à hauteur de 50% de la valeur globale.
entite_8,documents à fournir,entite_4,demande en restitution,accompagnée de,La demande en restitution doit être accompagnée de documents spécifiques.
article_123_15,"l’exonération à l’importation des matériels et matériaux destinés à l’irrigation, prévue à l’article 123-15° du code général des impôts",TVA_importation,l’exonération de la TVA à l’importation,lié à,L'exonération à l'importation est liée à la TVA à l'importation pour les matériels et matériaux destinés à l'irrigation.
article_92_I_5,la liste quantitative des matériels et matériaux destinés à l’irrigation prévue à l’article 92 - I-5° du code précité,article_123_15,l’exonération à l’importation des matériels et matériaux destinés à l’irrigation,applicable sur,La liste quantitative des matériels et matériaux est applicable sur l'exonération à l'importation.
importateur,l'importateur doit préalablement à toute opération d’importation faire viser,ministre_agriculture,le ministre chargé de l'agriculture,sous condition de,L'importateur doit faire viser la liste par le ministre chargé de l'agriculture.
importateur,l'importateur doit fournir à l'administration des douanes et impôts indirects,administration_douanes_impots_indirects,l'administration des douanes et impôts indirects,doit fournir,L'importateur doit fournir une attestation à l'administration des douanes et impôts indirects.
administration_fiscale,"l'administration fiscale délivre à l'intéressé, par voie électronique, une attestation",attestation_importation_exoneration_TVA,attestation 'd'importation en exonération de la taxe sur la valeur ajoutée',délivre,L'administration fiscale délivre une attestation d'importation en exonération de la TVA.
exploitants_agricoles,"Les exploitants agricoles peuvent importer directement, en exonération de la TVA",TVA_importation,exonération de la TVA,bénéficient de,Les exploitants agricoles bénéficient de l'exonération de la TVA à l'importation.
importateurs,"Les importateurs peuvent importer lesdits produits et matériels agricoles, en exonération de la TVA",TVA_importation,exonération de la TVA,bénéficient de,Les importateurs bénéficient de l'exonération de la TVA à l'importation pour le compte des exploitants agricoles.
demande_remboursement,"Les importateurs n'ayant pas accompli les formalités visées dans le présent article, peuvent bénéficier du remboursement de la taxe sur la valeur ajoutée",TVA_importation,taxe sur la valeur ajoutée acquittée à l'importation,lié à,Le remboursement de la TVA est lié à la taxe sur la valeur ajoutée acquittée à l'importation.
article_103_1,conformément aux dispositions de l'article 103 -1° du code général des impôts,demande_remboursement,demande de remboursement,conforme à,La demande de remboursement doit être conforme aux dispositions de l'article 103-1.
ventes_interieures,"Les ventes à l'intérieur des produits et matériels agricoles destinés à un usage exclusivement agricole, exonérées de la taxe sur la valeur ajoutée",TVA_importation,exonérées de la taxe sur la valeur ajoutée,s'effectuent sans,Les ventes intérieures s'effectuent sans formalités pour les produits agricoles exonérés de la TVA.
entite_1,article 92 - I - 54° du code général des impôts,entite_2,exonération de la taxe sur la valeur ajoutée,applicable sur,L'article 92 - I - 54° du code général des impôts prévoit une exonération de la taxe sur la valeur ajoutée.
entite_2,exonération de la taxe sur la valeur ajoutée,entite_3,produits et matières entrant dans la fabrication des panneaux photovoltaïques,lié à,L'exonération de la taxe sur la valeur ajoutée est liée aux achats de produits et matières pour la fabrication des panneaux photovoltaïques.
entite_3,produits et matières entrant dans la fabrication des panneaux photovoltaïques,entite_4,service local des impôts,demande adressée à,Les fabricants doivent adresser une demande au service local des impôts pour bénéficier de l'exonération.
entite_4,service local des impôts,entite_5,attestation d'achat par fournisseur,établit,Le service local des impôts établit une attestation d'achat par fournisseur sur la base de la demande.
entite_5,attestation d'achat par fournisseur,entite_6,factures et documents se rapportant aux ventes,doivent comporter,Les factures et documents relatifs aux ventes doivent comporter une mention spécifique en vertu de l'attestation.
entite_6,factures et documents se rapportant aux ventes,entite_7,montant de la taxe,indiqué dans,Les factures doivent indiquer le montant de la taxe y afférente.
entite_8,compte matières,entite_3,produits et matières acquis,doit faire ressortir,Le compte matières doit faire ressortir la quantité des produits et matières acquis.
entite_8,compte matières,entite_9,quantité des panneaux fabriqués,doit faire ressortir,Le compte matières doit également faire ressortir la quantité des panneaux fabriqués.
entite_1,exonération des équipements et matériels à l’importation,entite_2,article 123 (34°) du code général des impôts,lié à,L'exonération est subordonnée à l'article 123 (34°) du code général des impôts.
entite_2,article 123 (34°) du code général des impôts,entite_3,associations de micro-crédit,applicable sur,L'article 123 (34°) s'applique aux associations de micro-crédit.
entite_3,associations de micro-crédit,entite_4,numéro d’identification fiscale,nécessite,Les associations doivent produire un engagement comportant un numéro d’identification fiscale.
entite_4,numéro d’identification fiscale,entite_5,activité prévue par leurs statuts,affecté à,Les équipements et matériels doivent être affectés à l'activité prévue par les statuts des associations.
entite_5,activité prévue par leurs statuts,entite_6,article 102 du code précité,lié à,Les équipements et matériels doivent être conservés pendant la durée prévue à l'article 102 du code précité.
entite_1,missions diplomatiques ou consulaires,entite_2,exonération prévue à l'article 92 -(II) du code général des impôts,bénéficie de,Les missions diplomatiques ou consulaires bénéficient de l'exonération prévue à l'article 92 -(II) du code général des impôts.
entite_2,exonération prévue à l'article 92 -(II) du code général des impôts,entite_3,"taxe payée sur leurs achats de marchandises, travaux ou services",applicable sur,"L'exonération est applicable sur la taxe payée sur les achats de marchandises, travaux ou services."
entite_3,"taxe payée sur leurs achats de marchandises, travaux ou services",entite_4,taxe sur la valeur ajoutée,acquise auprès de,La taxe payée est acquise auprès d'assujettis à la taxe sur la valeur ajoutée.
